Unnamed: 0,station_id,y_coord,x_coord,frequency_mhz,bandwidth_mhz,azimuth_deg,state,licensee
21745,KKBW        ,31.7283888888889,-99.0175833333333,103.5,0.01,96.0,TX ,BRADLEY GOEHL                                                               
21746,KBJX        ,31.2779722222222,-100.862055555556,103.5,0.01,212.7,TX ,"WILLIAM W. MCCUTCHEN, III                                                   "
21747,KYBY-LP     ,30.2181388888889,-95.7579444444445,103.5,0.01,0.0,TX ,BACKYARD RADIO INC                                                          
21748,KZRB        ,33.4151111111111,-94.6363055555556,103.5,0.01,150.0,TX ,"B & H BROADCASTING SYSTEMS, INC.                                            "
21749,KAMZ        ,33.3239722222222,-101.804611111111,103.5,0.01,100.0,TX ,CHRISTINA BENAVIDES                                                         
21750,KEWP        ,29.2060555555556,-99.7928333333333,103.5,0.01,39.0,TX ,LA NUEVA FM UVALDE LLC                                                      
21751,K278BZ,38.3855277777778,-112.332972222222,103.5,0.01,0.0,UT ,SANPETE COUNTY BROADCASTING CO.                                             
21752,KPGX        ,37.03416666666671,-110.87,103.5,0.01,1499.0,UT ,ACROSS NATIONS                                                              
21753,KRSP-FM     ,40.6597222222222,-112.202083333333,103.5,0.01,1224.0,UT ,BONNEVILLE INTERNATIONAL CORPORATION                                        
21755,W278AJ,37.1866944444444,-80.4813888888889,103.5,0.01,0.0,VA ,MONTICELLO MEDIA LLC                                                        
21756,W278BF,37.79316666666671,-79.9328055555556,103.5,0.01,0.0,VA ,"WVJT, LLC                                                                   "
21757,WMRY        ,37.9506944444444,-78.7291666666667,103.5,0.01,446.0,VA ,JAMES MADISON UNIVERSITY BOARD OF VISITORS                                  
21758,WZVA        ,36.9028888888889,-81.3820555555556,103.5,0.01,129.0,VA ,"BRISTOL BROADCASTING COMPANY, INC.                                          "
21760,WAXJ        ,17.7224722222222,-64.88375,103.5,0.01,-10.0,VI ,"REEF BROADCASTING, INC.                                                     "
21761,K278CU,46.9484166666667,-123.82125,103.5,0.01,136.0,WA ,"SACRED HEART RADIO, INC.                                                    "
21764,K278CS,48.6515555555556,-118.722805555556,103.5,0.01,0.0,WA ,"NORTH CASCADES BROADCASTING, INC                                            "
21765,K278CY,47.5993333333333,-117.300194444444,103.5,0.01,0.0,WA ,"SMG-SPOKANE, LLC                                                            "
21766,KZTR-LP     ,46.6311111111111,-120.538055555556,103.5,0.01,0.0,WA ,CORPORATION OF THE CATHOLIC BISHOP OF YAKIMA                                
21767,W278AU,44.2602777777778,-88.3666666666667,103.5,0.01,0.0,WI ,"WOODWARD COMMUNICATIONS, INC.                                               "
21768,WCWL-LP     ,45.8577222222222,-89.1876111111111,103.5,0.01,0.0,WI ,"NORTHERN LAKES RADIO, INC.                                                  "
21769,WADR-LP     ,42.6844444444444,-89.0198333333333,103.5,0.01,0.0,WI ,UAA                                                                         
21771,WLSP-LP     ,43.1750833333333,-89.2289722222222,103.5,0.01,0.0,WI ,SUN PRAIRIE COMMUNITY FOUNDATION D.B.A. FRIENDS OF KIDS-4
21772,W278AL,38.5512222222222,-79.8350555555556,103.5,0.01,0.0,WV ,POCAHONTAS COMMUNICATIONS COOPERATIVE CORP.                                 
21773,W278CQ,39.3381388888889,-81.499,103.5,0.01,0.0,WV ,"SEVEN MOUNTAINS OF DE, LLC                                                  "
21774,W278CP,38.7945277777778,-81.2931666666667,103.5,0.01,0.0,WV ,ASM COMMUNICATIONS INC.                                                     
21775,K278CJ,44.3466388888889,-106.725055555556,103.5,0.01,0.0,WY ,"LEGEND COMMUNICATIONS OF WYOMING, LLC                                       "
21776,K278CM,41.3099722222222,-105.45525,103.5,0.01,0.0,WY ,UNIVERSITY OF WYOMING                                                       
21777,K278CV,41.4243888888889,-109.132333333333,103.5,0.01,0.0,WY ,"BIG THICKET BROADCASTING COMPANY OF WYOMING, INC.                           "
21778,K279BG,61.1919444444444,-149.902472222222,103.7,0.01,0.0,AK ,ALPHA MEDIA LICENSEE LLC                                                    
21779,K279AF,59.2252222222222,-135.446833333333,103.7,0.01,0.0,AK ,BTC USA HOLDINGS MANAGEMENT INC.                                            
21780,WQEN        ,33.444,-86.8797222222222,103.7,0.01,285.0,AL ,"IHM LICENSES, LLC                                                           "
21782,K279BJ,35.9125833333333,-89.8911944444445,103.7,0.01,0.0,AR ,EDUCATIONAL MEDIA FOUNDATION                                                
21783,KABZ        ,34.7989722222222,-92.4957222222222,103.7,0.01,457.0,AR ,"SIGNAL MEDIA OF ARKANSAS, INC.                                              "
21785,K279CQ,36.0295,-90.5973333333333,103.7,0.01,0.0,AR ,"MOR MEDIA, INC                                                              "
21786,KRDX        ,31.9275833333333,-110.633111111111,103.7,0.01,145.0,AZ ,DESERT WEST AIR RANCHERS CORPORATION (A WYOMING CORPORATION)                
21788,KZGL        ,35.2402777777778,-111.598777777778,103.7,0.01,597.0,AZ ,"MURPHY AIR, LLC                                                             "
21789,KWOL-LP     ,35.1241388888889,-120.584055555556,103.7,0.01,0.0,CA ,ARROYO GRANDE SDA CHURCH                                                    
21790,K279AG,40.8754166666667,-121.771083333333,103.7,0.01,0.0,CA ,PACIFIC CASCADE COMMUNICATIONS CORPORATION                                  
21791,KODS        ,39.3104444444444,-119.884611111111,103.7,0.01,910.0,CA ,"RENO MEDIA GROUP, L.P.                                                      "
21792,KMLA        ,34.3025,-119.229277777778,103.7,0.01,248.0,CA ,"GOLD COAST RADIO, LLC                                                       "
21793,KLVG        ,40.3345555555556,-124.110027777778,103.7,0.01,716.0,CA ,EDUCATIONAL MEDIA FOUNDATION                                                
21794,KFBT        ,36.5532777777778,-119.75375,103.7,0.01,152.0,CA ,"IHM LICENSES, LLC                                                           "
21797,K279BV,40.4148888888889,-120.643833333333,103.7,0.01,0.0,CA ,CSN INTERNATIONAL                                                           
21798,K279CY,34.7416388888889,-120.446805555556,103.7,0.01,0.0,CA ,"STICKS MEDIA, LLC                                                           "
21800,KIQQ-FM     ,34.88525,-116.896694444444,103.7,0.01,86.0,CA ,"LAZER LICENSES, LLC                                                         "
21801,KOSF-FM2,37.8815833333333,-121.919138888889,103.7,0.01,1000.0,CA ,"IHM LICENSES, LLC                                                           "
21802,KSON        ,32.8389444444444,-117.24975,103.7,0.01,210.0,CA ,"AUDACY LICENSE, LLC                                                         "
21804,KOSF        ,37.688,-122.436361111111,103.7,0.01,403.0,CA ,"IHM LICENSES, LLC                                                           "
21806,K279AM,37.5793888888889,-120.847694444444,103.7,0.01,0.0,CA ,CENTRO CHRISTIANO AMISTAD                                                   
21807,KQBM-LP     ,38.3990555555556,-120.528527777778,103.7,0.01,0.0,CA ,HARRY AMYOTTE MEMORIAL MUSIC FUND                                           
21808,K279CO,34.1308333333333,-116.370833333333,103.7,0.01,0.0,CA ,ALPHA MEDIA LICENSEE LLC                                                    
21809,KAKR        ,40.1488611111111,-103.284944444444,103.7,0.01,104.0,CO ,NORTHEAST COLORADO BROADCASTING LLC                                         
21810,K279BZ,39.5655277777778,-107.533638888889,103.7,0.01,0.0,CO ,"COLORADO WEST BROADCASTING, INC                                             "
21811,KSNN        ,38.3870277777778,-107.675888888889,103.7,0.01,480.0,CO ,"TOWNSQUARE LICENSE, LLC                                                     "
21812,K279DE,40.4619166666667,-106.850055555556,103.7,0.01,0.0,CO ,"CONUNDRUM COMMUNICATIONS INVESTMENTS, INC.                                  "
21813,W279CI,41.37425,-73.4459444444445,103.7,0.01,0.0,CT ,CONNECTICUT PUBLIC BROADCASTING INC.                                        
21814,W279EK,41.5137222222222,-72.74625,103.7,0.01,0.0,CT ,"CROSSROADS COMMUNICATIONS, LLC                                              "
21816,W279AG,30.2810833333333,-81.5698055555556,103.7,0.01,0.0,FL ,"NORSAN MEDIA AND CONSULTING, INC.                                           "
21817,W259AN,30.4468611111111,-86.618,103.7,0.01,0.0,FL ,"OMNI BROADCASTING, LLC                                                      "
21818,WRUF-FM     ,29.7096944444444,-82.3942777777778,103.7,0.01,234.0,FL ,"BOARD OF TRUSTEES, UNIVERSITY OF FLORIDA                                    "
21820,W279CT,28.36725,-81.3866944444444,103.7,0.01,0.0,FL ,RICARDO ARROYO                                                              
21821,W279CY,30.4526944444444,-87.2405277777778,103.7,0.01,0.0,FL ,"MIRACLE RADIO, INC.                                                         "
21822,W279CU,30.4630555555556,-84.3011111111111,103.7,0.01,0.0,FL ,EDUCATIONAL MEDIA FOUNDATION                                                
21823,WQOL        ,27.7355833333333,-80.4572777777778,103.7,0.01,145.0,FL ,"IHM LICENSES, LLC                                                           "
21824,W279DG,26.7335833333333,-80.0860277777778,103.7,0.01,0.0,FL ,"Q-BROADCASTING CORPORATION, INC.                                            "
21825,WRUX-LP     ,33.9642777777778,-84.4129722222222,103.7,0.01,0.0,GA ,THE CHURCH IN ATLANTA                                                       
21826,W279CZ,33.749,-84.4074166666667,103.7,0.01,0.0,GA ,DICKEY BROADCASTING COMPANY                                                 
21827,W279BY,33.5065277777778,-81.9620555555556,103.7,0.01,0.0,GA ,ROBERT L. HUNNICUTT                                                         
21828,WULS        ,31.5868611111111,-82.8734722222222,103.7,0.01,100.0,GA ,WULS INC.                                                                   
21829,W279AR,31.1944444444444,-81.49175,103.7,0.01,0.0,GA ,"SHANKS BROADCASTING, LLC                                                    "
21830,WLTC        ,32.4579166666667,-84.8854722222222,103.7,0.01,167.0,GA ,"PMB BROADCASTING, LLC                                                       "
21831,WVKX        ,32.8801388888889,-83.1851666666667,103.7,0.01,100.0,GA ,"WILKINSON BROADCASTING, INC.                                                "
21832,WXKT        ,34.3776111111111,-83.6596111111111,103.7,0.01,250.0,GA ,"COX RADIO, LLC                                                              "
21833,WBMZ        ,32.3990555555556,-82.0431666666667,103.7,0.01,91.4,GA ,"RADIOJONES, LLC                                                             "
21835,W279BD,30.8371388888889,-83.9790555555556,103.7,0.01,0.0,GA ,"FLINT MEDIA, INC.                                                           "
21836,KIHL-LP     ,19.7136111111111,-155.134722222222,103.7,0.01,0.0,HI ,CALVARY CHAPEL HILO                                                         
21837,KLKK        ,43.1208055555556,-93.1935277777778,103.7,0.01,100.0,IA ,"COLOFF MEDIA, LLC                                                           "
21838,WLLR-FM     ,41.5469722222222,-90.4765277777778,103.7,0.01,363.0,IA ,"IHM LICENSES, LLC                                                           "
21840,K279BX,41.5888888888889,-93.5382777777778,103.7,0.01,0.0,IA ,EDUCATIONAL MEDIA FOUNDATION                                                
21841,KXKT        ,41.3088888888889,-96.0261388888889,103.7,0.01,331.0,IA ,"IHM LICENSES, LLC                                                           "
21844,K279AN,42.0713611111111,-92.9221388888889,103.7,0.01,0.0,IA ,MTN BROADCASTING INC.                                                       
21845,K279CV,42.4551944444444,-113.613055555556,103.7,0.01,0.0,ID ,EDUCATIONAL MEDIA FOUNDATION                                                
21846,K279AU,43.5423888888889,-111.885222222222,103.7,0.01,0.0,ID ,"SANDHILL MEDIA GROUP, LLC                                                   "
21847,K279CN,46.1712777777778,-116.038472222222,103.7,0.01,0.0,ID ,ALACCA BIBLE CONFERENCE                                                     
21848,K279CH,42.86575,-112.513027777778,103.7,0.01,0.0,ID ,IDAHO WIRELESS CORPORATION                                                  
21849,K279DA,43.6612777777778,-114.403083333333,103.7,0.01,0.0,ID ,"SUN VALLEY MEDIA GROUP, LLC                                                 "
21850,KDAD        ,43.49075,-110.955194444444,103.7,0.01,331.0,ID ,MADISON RADIO PARTNERS LLLP                                                 
21851,WJAF-LP     ,38.5194722222222,-89.1364444444445,103.7,0.01,0.0,IL ,DAY STAR CHRISTIAN BROADCASTING                                             
21852,WYUR        ,40.8981666666667,-87.9994444444445,103.7,0.01,132.1,IL ,"MILNER MEDIA PARTNERS, LLC                                                  "
21853,W279AQ,38.5744166666667,-90.3255277777778,103.7,0.01,0.0,IL ,"IHM LICENSES, LLC                                                           "
21854,WDBR        ,39.7936666666667,-89.6051111111111,103.7,0.01,91.0,IL ,"SAGA COMMUNICATIONS OF ILLINOIS, LLC                                        "
21857,W279CL,40.1772222222222,-85.6730555555556,103.7,0.01,0.0,IN ,WOOF BOOM RADIO MUNCIE LICENSE LLC                                          
21858,WFIU        ,39.142,-86.4952777777778,103.7,0.01,197.0,IN ,TRUSTEES OF INDIANA UNIVERSITY                                              
21860,WGOO-LP     ,41.7243055555556,-84.9208611111111,103.7,0.01,0.0,IN ,"FREMONT COMMUNITY BROADCASTERS, INC.                                        "
21861,WJDF-LP     ,37.9219444444444,-87.2775,103.7,0.01,72.0,IN ,"ROCKPORT REMNANT, INC                                                       "
21862,WHZR        ,40.8119722222222,-86.3655555555556,103.7,0.01,100.0,IN ,JAMES SCHLIESMANN                                                           
21863,K279CS,38.5844444444444,-95.2658055555556,103.7,0.01,0.0,KS ,"BRANDY COMMUNICATIONS, INC.                                                 "
21864,KEYN-FM     ,37.8002777777778,-97.5250555555556,103.7,0.01,307.0,KS ,"AUDACY LICENSE, LLC                                                         "
21865,WCBJ        ,37.6509166666667,-83.4390555555556,103.7,0.01,121.0,KY ,"MORGAN COUNTY INDUSTRIES, INC.                                              "
21866,WHHT        ,36.9594722222222,-86.0021944444444,103.7,0.01,137.0,KY ,"NEWBERRY BROADCASTING, INC.                                                 "
21867,WFRT-FM     ,38.2214722222222,-84.9143888888889,103.7,0.01,109.0,KY ,"SOUTHERN BELLE, LLC                                                         "
21868,WLHO-LP     ,37.9004444444444,-86.7755555555556,103.7,0.01,27.0,KY ,"WORDS LIKE HONEY RADIO, INC.                                                "
21869,W279DT,37.3060555555556,-84.9175555555556,103.7,0.01,0.0,KY ,"SHORELINE COMMUNICATIONS, INC.                                              "
21870,WFGS        ,36.5495,-88.3311388888889,103.7,0.01,201.0,KY ,"FOREVER COMMUNICATIONS, INC.                                                "
21871,K279AL,30.4276944444444,-91.079,103.7,0.01,84.3,LA ,CSN INTERNATIONAL                                                           
21872,KLWB-FM     ,30.3424166666667,-91.9628888888889,103.7,0.01,283.0,LA ,DELTA MEDIA CORPORATION                                                     
21874,KBTT        ,32.5531944444444,-93.5823888888889,103.7,0.01,100.0,LA ,ALPHA MEDIA LICENSEE LLC                                                    
21875,WFFX        ,29.9827777777778,-89.9525,103.7,0.01,306.0,LA ,"IHM LICENSES, LLC                                                           "
21876,WGON-LP     ,30.2843333333333,-89.7617222222222,103.7,0.01,0.0,LA ,FIRST PENTECOSTAL CHURCH OF SLIDELL                                         
21878,W279BQ,42.3492777777778,-71.0747777777778,103.7,0.01,0.0,MA ,HORIZON CHRISTIAN FELLOWSHIP                                                
21879,W279DH,42.7731388888889,-71.0997777777778,103.7,0.01,0.0,MA ,COSTA MEDIA BOSTON LLC                                                      
21880,WXCY-FM     ,39.5645555555556,-76.1016111111111,103.7,0.01,168.0,MD ,"FM RADIO LICENSES, LLC                                                      "
21882,W279CC,45.0633333333333,-83.4341388888889,103.7,0.01,0.0,MI ,"NORTHERN LIGHTS ENTERPRISES, INC.                                           "
21883,WSNH-LP     ,42.9826944444445,-85.6651944444445,103.7,0.01,0.0,MI ,IGLESIA SANANDO LAS NACIONES                                                
21885,WCZE        ,43.6861388888889,-82.9943888888889,103.7,0.01,161.0,MI ,JENNIFER & EDWARD CZELADA                                                   
21886,WSJH        ,43.13391666666671,-84.8308333333333,103.7,0.01,0.0,MI ,SMILE FM                                                                    
21887,W279BP,42.2878055555556,-84.4002222222222,103.7,0.01,0.0,MI ,"ELMER HESS, JR.                                                             "
21888,WHYB        ,45.0660833333333,-87.6653888888889,103.7,0.01,91.0,MI ,"RADIO PLUS BAY CITIES, LLC                                                  "
21889,WUVS-LP     ,43.2183611111111,-86.2447777777778,103.7,0.01,0.0,MI ,WEST MICHIGAN COMMUNITY HELP NETWORK                                        
21890,WCSY-FM     ,42.3005833333333,-86.2508611111111,103.7,0.01,100.0,MI ,WSJM INC                                                                    
21891,KKBJ-FM     ,47.5557777777778,-94.8013888888889,103.7,0.01,146.0,MN ,"R.P. BROADCASTING, INC.                                                     "
21892,KLZZ        ,45.5005277777778,-94.2422222222222,103.7,0.01,126.0,MN ,"TOWNSQUARE MEDIA LICENSEE OF ST. CLOUD, INC.                                "
21894,K279AP,40.2547222222222,-94.0099444444444,103.7,0.01,94.6,MO ,ALPHA MEDIA LICENSEE LLC                                                    
21895,K279BI,39.0222222222222,-94.5138333333333,103.7,0.01,0.0,MO ,RADIO LICENSE HOLDING SRC LLC                                               
21896,KJEL        ,37.8194722222222,-92.7476666666667,103.7,0.01,300.0,MO ,ALPHA MEDIA LICENSEE LLC                                                    
21898,K279AD,36.7681111111111,-94.3313333333333,103.7,0.01,0.0,MO ,BOARD OF GOVERNORS OF MISSOURI STATE UNIVERSITY                             
21899,K279CT,36.5939444444444,-91.6676388888889,103.7,0.01,0.0,MO ,"E-COMMUNICATIONS, LLC                                                       "
21900,WLVZ        ,31.5266944444444,-89.1361666666667,103.7,0.01,323.0,MS ,EDUCATIONAL MEDIA FOUNDATION                                                
21903,KMHK        ,45.7666111111111,-108.458166666667,103.7,0.01,146.0,MT ,"TOWNSQUARE LICENSE, LLC                                                     "
21904,KWEP-LP     ,46.0890833333333,-112.422222222222,103.7,0.01,0.0,MT ,JEFFERSON COUNTY DISASTER & EMERGENCY SERVICES                              
21905,K279CP,46.80825,-113.978166666667,103.7,0.01,0.0,MT ,BRANDY POWELL                                                               
21906,WPVM-LP     ,35.5944444444445,-82.5558333333333,103.7,0.01,-27.0,NC ,"FRIENDS OF WPVM, INC.                                                       "
21907,WSOC-FM     ,35.2518055555556,-80.6864444444445,103.7,0.01,411.0,NC ,"BEASLEY MEDIA GROUP LICENSES, LLC                                           "
21910,W279AI,35.3095555555556,-82.5192777777778,103.7,0.01,0.0,NC ,"RADIO TRAINING NETWORK, INC.                                                "
21911,W279EJ,36.1038055555556,-78.9654722222222,103.7,0.01,0.0,NC ,"EASTERN AIRWAVES, LLC                                                       "
21912,WTIB        ,35.8985,-76.9857777777778,103.7,0.01,299.0,NC ,"INNER BANKS MEDIA, LLC                                                      "
21913,WILT        ,34.0978611111111,-77.9714444444444,103.7,0.01,150.9,NC ,"SUNRISE BROADCASTING, LLC                                                   "
21914,KPAR-LP     ,46.9055555555556,-102.780166666667,103.7,0.01,0.0,ND ,HIGHER PLAIN MEDIA                                                          
21915,WKNE        ,43.0333333333333,-72.3672222222222,103.7,0.01,302.0,NH ,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC                                     "
21918,WPKQ        ,44.2703333333333,-71.3042222222222,103.7,0.01,1159.0,NH ,"TOWNSQUARE LICENSE, LLC                                                     "
21920,WMGM        ,39.3901111111111,-74.5120833333333,103.7,0.01,106.0,NJ ,"LONGPORT MEDIA, LLC                                                         "
21922,WNNJ        ,41.18675,-74.7673611111111,103.7,0.01,272.0,NJ ,"IHM LICENSES, LLC                                                           "
21924,KNMZ        ,32.8921944444444,-105.945527777778,103.7,0.01,-227.0,NM ,EXCITER MEDIA LLC                                                           
21925,K279BP,35.21675,-106.452388888889,103.7,0.01,0.0,NM ,VANGUARD MEDIA LLC                                                          
21926,KYVA-FM     ,35.6061388888889,-108.691194444444,103.7,0.01,420.0,NM ,"MILLENNIUM MEDIA, INC.                                                      "
21928,KPZA-FM     ,32.4315,-103.152694444444,103.7,0.01,113.0,NM ,NOALMARK BROADCASTING CORPORATION                                           
21929,K279BW,35.5961666666667,-105.207027777778,103.7,0.01,0.0,NM ,VANGUARD MEDIA LLC                                                          
21931,KLNN        ,36.6564166666667,-105.633055555556,103.7,0.01,0.0,NM ,"WEST WAVES, INC.                                                            "
21933,K279CX,35.6786388888889,-105.991611111111,103.7,0.01,0.0,NM ,"HUTTON BROADCASTING, LLC                                                    "
21934,KLNN-FM1,36.4180833333333,-105.618055555556,103.7,0.01,0.0,NM ,"WEST WAVES, INC.                                                            "
21935,W279AL,42.1870277777778,-73.81125,103.7,0.01,0.0,NY ,DELAWARE COUNTY SOUNDS OF LIFE                                              
21936,W279CK,43.0658888888889,-75.6676666666667,103.7,0.01,0.0,NY ,"WOLF RADIO, INC.                                                            "
21937,W279AJ,41.6995277777778,-74.0029166666667,103.7,0.01,0.0,NY ,"WALKER BROADCASTING COMPANY, INC.                                           "
21938,WQNY        ,42.3861944444444,-76.6688333333333,103.7,0.01,263.0,NY ,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC                                     "
21940,W279DE,44.4964166666667,-73.2131944444445,103.7,0.01,0.0,NY ,A & J RADIO LLC                                                             
21941,W279BO,42.7264444444444,-78.1116666666667,103.7,0.01,0.0,NY ,"LLOYD LANE, INC.                                                            "
21943,W279BT,41.4422777777778,-81.4912222222222,103.7,0.01,0.0,OH ,EDUCATIONAL MEDIA FOUNDATION                                                
21944,W279BR,40.0911666666667,-84.6399444444445,103.7,0.01,0.0,OH ,EDUCATIONAL MEDIA FOUNDATION                                                
21945,W279CE,39.0584166666667,-82.0418055555556,103.7,0.01,0.0,OH ,"TOTAL MEDIA GROUP, INC.                                                     "
21946,WCKY-FM     ,41.1389444444444,-83.24575,103.7,0.01,131.0,OH ,"IHM LICENSES, LLC                                                           "
21947,WZVL        ,39.9283333333333,-81.9852777777778,103.7,0.01,159.8,OH ,"MARQUEE BROADCASTING OHIO, INC.                                             "
21948,W279BB,40.051111111111105,-83.7697222222222,103.7,0.01,0.0,OH ,EDUCATIONAL MEDIA FOUNDATION                                                
21949,KDKL        ,35.2631388888889,-96.3788888888889,103.7,0.01,282.0,OK ,EDUCATIONAL MEDIA FOUNDATION                                                
21950,K279CR,35.5664444444444,-97.47475,103.7,0.01,0.0,OK ,TYLER MEDIA L.L.C.                                                          
21951,KNRQ        ,44.0020555555556,-123.115083333333,103.7,0.01,310.0,OR ,CUMULUS LICENSING LLC                                                       
21952,K279BO,45.52233333333329,-122.747055555556,103.7,0.01,0.0,OR ,EDUCATIONAL MEDIA FOUNDATION                                                
21953,K279AJ,43.2020555555556,-123.382861111111,103.7,0.01,153.0,OR ,"RAIDER COMMUNICATIONS, INC.                                                 "
21954,W279AB,40.9583888888889,-78.475,103.7,0.01,45.0,PA ,"FAMILY LIFE MINISTRIES, INC.                                                "
21955,WRTS        ,42.0903333333333,-79.9433888888889,103.7,0.01,152.0,PA ,"IHM LICENSES, LLC                                                           "
21957,W279BS,40.5973055555556,-75.9340833333333,103.7,0.01,0.0,PA ,FOUR RIVERS COMMUNITY BROADCASTING CORP.                                    
21958,W279EC,40.1920277777778,-76.8666944444444,103.7,0.01,0.0,PA ,"IHM LICENSES, LLC                                                           "
21959,WFSJ-LP     ,40.6231111111111,-79.15225,103.7,0.01,0.0,PA ,HILLTOP BAPTIST CHURCH                                                      
21960,W279DN,40.7884722222222,-79.5345833333333,103.7,0.01,0.0,PA ,LIGHTNER COMMUNICATIONS LLC                                                 
21961,WCXR        ,40.9772777777778,-77.1163333333333,103.7,0.01,244.0,PA ,BACKYARD BROADCASTING OF PENNSYLVANIA LLC                                   
21962,WEEO-FM     ,39.9236944444444,-77.9552777777778,103.7,0.01,474.0,PA ,"MAGNUM BROADCASTING, INC.                                                   "
21963,W279CB,40.3544166666667,-75.8988055555556,103.7,0.01,0.0,PA ,WDAC RADIO COMPANY                                                          
21964,W279DC,40.3425833333333,-75.4582222222222,103.7,0.01,0.0,PA ,FOUR RIVERS COMMUNITY BROADCASTING CORP.                                    
21965,W279EM,41.4359444444444,-75.7271111111111,103.7,0.01,0.0,PA ,MAJOR KEYSTONE LLC                                                          
21966,W279DK,40.8089444444444,-77.8408333333333,103.7,0.01,0.0,PA ,"SOUTHERN BELLE MEDIA FAMILY, LLC                                            "
21967,WXLX        ,17.9916111111111,-67.1854444444444,103.7,0.01,139.0,PR ,RADIO X BROADCASTING CORPORATION                                            
21968,W279BU,18.2774444444444,-65.8529444444444,103.7,0.01,0.0,PR ,AURIO MATOS BARRETO                                                         
21969,WVEI-FM     ,41.5731666666667,-71.6322777777778,103.7,0.01,173.0,RI ,"AUDACY LICENSE, LLC                                                         "
21971,W279EI,33.8526666666667,-79.0566944444445,103.7,0.01,0.0,SC ,"COLONIAL MEDIA AND ENTERTAINMENT, LLC                                       "
21973,K279DF,44.0688888888889,-103.251388888889,103.7,0.01,0.0,SD ,"RIVERFRONT BROADCASTING, LLC                                                "
21974,KGIM-FM     ,45.2083055555556,-98.6726111111111,103.7,0.01,169.0,SD ,"PRAIRIE WINDS BROADCASTING, INC.                                            "
21975,KRRO        ,43.45775,-96.6708888888889,103.7,0.01,120.0,SD ,"MIDWEST COMMUNICATIONS, INC.                                                "
21978,W279DL,35.6181388888889,-87.0422222222222,103.7,0.01,0.0,TN ,"MIDDLE TENNESSEE BROADCASTING CO., INC.                                     "
21979,W279CH,36.1411666666667,-86.8658333333333,103.7,0.01,0.0,TN ,TUNE-ATOMIC MUSIC                                                           
21980,WMQY-LP     ,35.9819444444444,-86.5827777777778,103.7,0.01,114.0,TN ,RUTHERFORD COUNTY BAPTIST CHURCH                                            
21981,WRXR-FM     ,35.1259166666667,-85.2902222222222,103.7,0.01,89.0,TN ,"AUDACY LICENSE, LLC                                                         "
21983,KZAI        ,29.4416388888889,-98.5063333333333,103.7,0.01,119.0,TX ,EDUCATIONAL MEDIA FOUNDATION                                                
21984,K279CF,32.1321111111111,-94.3479166666667,103.7,0.01,0.0,TX ,"HANSZEN BROADCASTING, INC.                                                  "
21985,K279DC,31.3349166666667,-94.6696388888889,103.7,0.01,0.0,TX ,KASA FAMILY LIMITED PARTNERSHIP                                             
21986,KCDD        ,32.7252777777778,-100.072222222222,103.7,0.01,303.0,TX ,CUMULUS LICENSING LLC                                                       
21987,KVIL        ,32.58875,-96.9683333333333,103.7,0.01,507.0,TX ,"AUDACY LICENSE, LLC                                                         "
21991,KHJK        ,29.9360555555556,-94.5110277777778,103.7,0.01,590.0,TX ,EDUCATIONAL MEDIA FOUNDATION                                                
21994,K279CI,32.5934722222222,-94.8196666666667,103.7,0.01,0.0,TX ,ALPHA MEDIA LICENSEE LLC                                                    
21995,KAXA        ,30.1763055555556,-99.3842222222222,103.7,0.01,57.0,TX ,"JAM BROADCASTING, LLC                                                       "
21996,KXAI        ,27.7591388888889,-97.6075833333333,103.7,0.01,280.0,TX ,EDUCATIONAL MEDIA FOUNDATION                                                
21997,KWJV-LP     ,26.16275,-97.9649444444444,103.7,0.01,0.0,TX ,MID VALLEY ASSEMBLY                                                         
21998,K299BU,37.64525,-113.373555555556,103.7,0.01,0.0,UT ,"TOWNSQUARE LICENSE, LLC                                                     "
21999,K279BN,37.0635833333333,-113.573,103.7,0.01,0.0,UT ,JEFFERY M. JENNINGS                                                         
22000,W279AD,36.73208333333329,-76.2407777777778,103.7,0.01,0.0,VA ,"VIRGINIA BEACH EDUCATIONAL BROADCASTING FOUNDATION, INC.                    "
22001,WRPC-LP     ,37.0854166666667,-76.4266111111111,103.7,0.01,0.0,VA ,PENINSULA FAMILY RADIO                                                      
22002,WURV        ,37.50875,-77.5766388888889,103.7,0.01,256.0,VA ,"SM-WURV, LLC                                                                "
22004,W279AC,37.2506666666667,-80.0830833333333,103.7,0.01,229.0,VA ,"POSITIVE ALTERNATIVE RADIO, INC.                                            "
22005,W279CV,39.1773333333333,-78.2644444444445,103.7,0.01,0.0,VA ,"POSITIVE ALTERNATIVE RADIO, INC.                                            "
22006,K279AK,46.3056666666667,-120.052805555556,103.7,0.01,0.0,WA ,CSN INTERNATIONAL                                                           
22007,KHTP        ,47.5037222222222,-121.975944444444,103.7,0.01,707.0,WA ,"AUDACY LICENSE, LLC                                                         "
22009,WWIB        ,45.1019166666667,-91.1593055555556,103.7,0.01,207.0,WI ,"STEWARDS OF SOUND, INC.                                                     "
22010,W279DD,44.9680277777778,-92.6671388888889,103.7,0.01,0.0,WI ,"WRPX, INC.                                                                  "
22014,W279EN,46.0668888888889,-89.0778888888889,103.7,0.01,0.0,WI ,"WRVM, INC.                                                                  "
