Unnamed: 0,station_id,y_coord,x_coord,frequency_mhz,bandwidth_mhz,azimuth_deg,state,licensee,beamwidth_deg
13318,W246DM,42.4753611111111,-73.2681666666667,97.1,0.01,0.0,MA ,"WBRK, INC.                                                                  ",360.0
13328,WGLQ        ,46.13438888888889,-86.9479166666667,97.1,0.01,326.0,MI ,"AMC PARTNERS ESCANABA, LLC                                                  ",120.0
13339,K246BG,43.8807777777778,-95.1197222222222,97.1,0.01,0.0,MN ,MINNESOTA PUBLIC RADIO                                                      ,360.0
13340,KFTK-FM     ,38.7791944444444,-90.7287222222222,97.1,0.01,171.0,MO ,"AUDACY LICENSE, LLC                                                         ",120.0
13353,KSMR-LP     ,47.5335555555556,-111.26025,97.1,0.01,0.0,MT ,"SAINT MICHAEL RADIO, INC.                                                   ",360.0
13362,W246CJ,34.7490555555556,-77.4138611111111,97.1,0.01,0.0,NC ,"B AND M BROADCASTING, LLC                                                   ",360.0
13377,K246CG,32.2698055555556,-106.8725,97.1,0.01,0.0,NM ,"WORLD BROADCASTING & TELEVISION, LLC                                        ",360.0
13386,WQHT        ,40.7484444444444,-73.9856944444445,97.1,0.01,408.0,NY ,MEDIACO WQHT LICENSE LLC                                                    ,120.0
13404,W246AA,40.5987222222222,-75.4188055555556,97.1,0.01,0.0,PA ,TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER ED                   ,360.0
13405,W246AR,40.11008333333329,-74.9257222222222,97.1,0.01,0.0,PA ,BUX-MONT EDUCATIONAL RADIO ASSOCIATION                                      ,360.0
13444,W246DD,37.9823611111111,-78.4825,97.1,0.01,0.0,VA ,"LIBERTY UNIVERSITY, INC.                                                    ",360.0
13457,W246DL,37.63175,-82.1587222222222,97.1,0.01,0.0,WV ,"COALFIELDS SOCIETY FOUNDATION, INC.                                         ",360.0
13471,KPSQ-LP     ,36.0633055555556,-94.1593333333333,97.3,0.01,0.0,AR ,OMNI CENTER FOR PEACE JUSTICE & ECOLOGY                                     ,360.0
13477,K247CF,33.3325555555556,-112.064166666667,97.3,0.01,0.0,AZ ,WOOK RADIO DC INC                                                           ,360.0
13484,KWFN-FM1,32.8132222222222,-117.269388888889,97.3,0.01,0.0,CA ,"AUDACY LICENSE, LLC                                                         ",360.0
13499,KLLC-FM3,37.8823611111111,-122.220861111111,97.3,0.01,0.0,CA ,"AUDACY LICENSE, LLC                                                         ",360.0
13504,KXWS-LP     ,36.9345,-121.817055555556,97.3,0.01,19.0,CA ,IGLESIA DE REINO                                                            ,120.0
13559,W247DM,36.9595,-86.0021944444444,97.3,0.01,0.0,KY ,                                                                            ,360.0
13560,WJSN-FM     ,37.6720277777778,-83.40575,97.3,0.01,248.0,KY ,INTERMOUNTAIN BROADCASTING CO.                                              ,120.0
13579,WDEE-FM     ,43.7814166666667,-85.6161666666667,97.3,0.01,146.0,MI ,STEVEN V. BEILFUSS                                                          ,120.0
13590,W247BA,33.4223333333333,-91.0281666666667,97.3,0.01,0.0,MS ,"HIGH PLAINS RADIO NETWORK, LLC                                              ",360.0
13596,W247BG,35.5443333333333,-77.3566388888889,97.3,0.01,0.0,NC ,EDUCATIONAL INFORMATION CORPORATION                                         ,360.0
13599,WKBC-FM     ,36.07625,-81.1284166666667,97.3,0.01,403.0,NC ,"WILKES BROADCASTING COMPANY, INC                                            ",120.0
13607,KRGY        ,40.8788888888889,-98.0936666666667,97.3,0.01,106.0,NE ,"LEGACY COMMUNICATIONS, LLC                                                  ",120.0
13644,W247DF,40.8975555555556,-79.8892222222222,97.3,0.01,0.0,PA ,"ST. BARNABAS BROADCASTING, INC.                                             ",360.0
13686,K247AG,37.6383055555556,-113.031055555556,97.3,0.01,0.0,UT ,UTAH STATE UNIVERSITY OF AGRICULTURE AND APPLIED SCIENCE                    ,360.0
13696,WUVI-LP     ,18.3405555555556,-64.9716666666667,97.3,0.01,12.0,VI ,UNIVERSITY OF THE VIRGIN ISLANDS                                            ,120.0
13698,K247CH,47.8070555555556,-120.034222222222,97.3,0.01,0.0,WA ,DIVINE MERCY BROADCASTING                                                   ,360.0
13705,W247CI,43.0893888888889,-89.5290277777778,97.3,0.01,0.0,WI ,"RELEVANT RADIO, INC.                                                        ",360.0
13708,W247AS,44.4171944444444,-88.7959444444444,97.3,0.01,0.0,WI ,EDUCATIONAL MEDIA FOUNDATION                                                ,360.0
13709,WHDG        ,45.3805277777778,-89.1895555555556,97.3,0.01,168.0,WI ,"RAVEN LICENSE SUB, LLC                                                      ",120.0
13725,W248BO,33.1601111111111,-87.515,97.5,0.01,0.0,AL ,"RADIO BY GRACE, INC.                                                        ",360.0
13733,K248BJ,35.2466388888889,-114.743,97.5,0.01,0.0,AZ ,"ADVANCE MINISTRIES, INC. D/B/A/ NEW LIFE CHRISTIAN SCHOOL                   ",360.0
13746,KLQS-LP     ,34.3179166666667,-118.373472222222,97.5,0.01,19.0,CA ,LANCASTER EDUCATIONAL BROADCAST SERVICE                                     ,120.0
13753,K248AP,39.6138611111111,-106.067777777778,97.5,0.01,0.0,CO ,"KRAYON'S WILD BASIN, LLC                                                    ",360.0
13760,WKDW-LP     ,27.0694138888889,-82.166875,97.5,0.01,31.3,FL ,"COMMUNITY BROADBAND RADIO ASSOCIATION, INC.                                 ",120.0
13772,WHLJ-FM     ,30.8069722222222,-83.0092222222222,97.5,0.01,107.0,GA ,LA TAURUS PRODUCTIONS INC.                                                  ,120.0
13787,W248BB,41.8850277777778,-87.6216944444444,97.5,0.01,0.0,IL ,EDUCATIONAL MEDIA FOUNDATION                                                ,360.0
13801,K248BB,29.9501944444444,-90.0711944444444,97.5,0.01,0.0,LA ,"CROCODILE BROADCASTING CORPORATION, INC.                                    ",360.0
13813,WQSK        ,44.7922777777778,-69.9689444444445,97.5,0.01,100.0,ME ,"BLUEBERRY BROADCASTING, LLC                                                 ",120.0
13828,KWAP-LP     ,38.7130555555556,-90.3225,97.5,0.01,60.0,MO ,REGENERATION OUTREACH CENTER                                                ,120.0
13859,W248CG,40.7159166666667,-74.0343055555556,97.5,0.01,0.0,NJ ,"CANTICO NUEVO MINISTRY, INC.                                                ",360.0
13863,KNDN-FM     ,36.4610555555556,-109.096083333333,97.5,0.01,729.4,NM ,"KRJG, INC.                                                                  ",120.0
13874,W248BG,42.40088888888889,-74.2234722222222,97.5,0.01,0.0,NY ,DENNIS JACKSON                                                              ,360.0
13886,WVNU        ,39.4074444444444,-83.3538055555556,97.5,0.01,164.0,OH ,"TOTAL MEDIA GROUP, INC.                                                     ",120.0
13913,WBWE-LP     ,41.16358333333329,-76.01275,97.5,0.01,0.0,PA ,WILKES BARRE METROPOLITAN DEVELOPMENT CORPORATION                           ,360.0
13935,KDMI-LP     ,32.57025,-95.8731388888889,97.5,0.01,0.0,TX ,ST. THERESE CATHOLIC CHURCH                                                 ,360.0
13944,KFNC        ,29.698,-94.4026944444445,97.5,0.01,597.3,TX ,"GOW MEDIA, LLC                                                              ",120.0
13954,K248BY,32.7393055555556,-97.8000277777778,97.5,0.01,0.0,TX ,CSSI NON-PROFIT EDUCATIONAL BROADCASTING CORPORATION                        ,360.0
13974,WQBE-FM     ,38.4061944444444,-81.7237222222222,97.5,0.01,152.0,WV ,"BRISTOL BROADCASTING COMPANY, INC.                                          ",120.0
13987,WZZN        ,34.44425,-86.5347222222222,97.7,0.01,251.0,AL ,"NEIGHBORS BROADCAST COMPANY, LLC                                            ",120.0
14003,KQVO        ,32.6800555555556,-115.4275,97.7,0.01,93.0,CA ,"BOARD OF TRUSTEES, CALIFORNIA STATE UNIVERSITY FOR SAN DIEGO STATE UNIVERSITY",120.0
14021,KZOC-LP     ,33.4281388888889,-117.612083333333,97.7,0.01,-2.0,CA ,"SOUTH ORANGE COUNTY RADIO, INC.                                             ",120.0
14025,K249CS,40.4468333333333,-120.357972222222,97.7,0.01,0.0,CA ,PACIFIC CASCADE COMMUNICATIONS CORPORATION                                  ,360.0
14036,W249CW,41.8406388888889,-73.1623333333333,97.7,0.01,0.0,CT ,"CONNECTICUT PUBLIC BROADCASTING, INC.                                       ",360.0
14039,WMCW-LP     ,29.1705277777778,-81.5456111111111,97.7,0.01,0.0,FL ,"ASTOR COMMUNITY RADIO, INC.                                                 ",360.0
14072,WMOI        ,40.8903055555556,-90.6087222222222,97.7,0.01,134.0,IL ,"ROBBINS-TREAT RESOURCES, LLC                                                ",120.0
14075,WSTQ        ,41.1803055555556,-88.8684166666667,97.7,0.01,100.0,IL ,SHAW LOCAL RADIO CO.                                                        ,120.0
14081,WLQI        ,40.9703055555556,-87.1605833333333,97.7,0.01,102.7,IN ,BROTHERS BROADCASTING CORPORATION                                           ,120.0
14106,WAZK        ,41.285,-70.1397222222222,97.7,0.01,72.0,MA ,"NANTUCKET RADIO, LLC                                                        ",120.0
14110,WNSX        ,44.4841944444445,-68.1093333333333,97.7,0.01,106.0,ME ,"CODIN BROADCASTING, LLC                                                     ",120.0
14122,W249DK,44.7371944444445,-92.8285277777778,97.7,0.01,0.0,MN ,"K & M BROADCASTING, INC.                                                    ",360.0
14159,KPFF-LP     ,36.1322777777778,-115.993472222222,97.7,0.01,-31.0,NV ,PAHRUMP FILM FESTIVAL INC                                                   ,120.0
14168,W249BC,43.0592222222222,-76.13575,97.7,0.01,0.0,NY ,GALAXY SYRACUSE LICENSEE LLC (NEW)                                          ,360.0
14170,W249ED,42.3518611111111,-79.5176388888889,97.7,0.01,0.0,NY ,"FAMILY LIFE MINISTRIES, INC.                                                ",360.0
14171,WWOC-LP     ,41.3706111111111,-83.6455,97.7,0.01,0.0,OH ,"WWOC GOSPEL BROADCASTING, INC.                                              ",360.0
14174,WNLB-LP     ,41.6150277777778,-83.7035277777778,97.7,0.01,0.0,OH ,SPRINGFIELD BOARD OF EDUCATION                                              ,360.0
14182,KHIM        ,34.9775555555556,-99.4100833333333,97.7,0.01,329.0,OK ,FUCHS RADIO L.L.C.                                                          ,120.0
14192,WLER-FM     ,40.8975555555556,-79.8891944444445,97.7,0.01,114.0,PA ,"ST. BARNABAS BROADCASTING, INC.                                             ",120.0
14196,W249AT,40.3486111111111,-75.9011111111111,97.7,0.01,0.0,PA ,TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER ED                   ,360.0
14229,WVBB        ,37.3084722222222,-80.1625555555556,97.7,0.01,470.0,VA ,"MEL WHEELER, INC.                                                           ",120.0
14235,KJMR-LP     ,47.9156944444444,-117.332694444444,97.7,0.01,0.0,WA ,NTREPID GROUP                                                               ,360.0
14240,K249CV,48.44925,-119.309361111111,97.7,0.01,0.0,WA ,ESTATE OF MICHAEL WOLF                                                      ,360.0
14251,W249EJ,45.4905833333333,-89.7263055555556,97.7,0.01,0.0,WI ,ALBERT BROADCASTING II LLC                                                  ,360.0
14256,KCYA        ,42.7410555555556,-106.309166666667,97.7,0.01,506.0,WY ,COCHISE MEDIA LICENSES LLC                                                  ,120.0
14266,K250BH,35.9539722222222,-90.6948333333333,97.9,0.01,0.0,AR ,EDUCATIONAL MEDIA FOUNDATION                                                ,360.0
14271,KUPD        ,33.3328333333333,-112.065416666667,97.9,0.01,494.0,AZ ,"PHOENIX FCC LICENSE SUB, LLC                                                ",120.0
14298,W250CE,28.3672222222222,-81.38675,97.9,0.01,0.0,FL ,"STAR OVER ORLANDO, INC.                                                     ",360.0
14305,WRGE-LP     ,29.1924722222222,-82.0739722222222,97.9,0.01,0.0,FL ,"LIFE LEGACY OCALA, INC.                                                     ",360.0
14306,WRMF        ,26.5751944444444,-80.2419722222222,97.9,0.01,413.0,FL ,"WPB FCC LICENSE SUB, LLC                                                    ",120.0
14314,W250BC,33.8073333333333,-84.3393611111111,97.9,0.01,0.0,GA ,CUMULUS LICENSING LLC                                                       ,360.0
14320,K250BU,41.6036944444444,-90.4346944444445,97.9,0.01,0.0,IA ,EDUCATIONAL MEDIA FOUNDATION                                                ,360.0
14332,WSLM-FM     ,38.63533333333329,-86.1769166666667,97.9,0.01,100.0,IN ,REBECCA L. WHITE WHITE                                                      ,120.0
14334,K250AT,39.8277722222222,-97.6276361111111,97.9,0.01,0.0,KS ,"GREAT PLAINS CHRISTIAN RADIO, INC.                                          ",360.0
14335,KWGB        ,39.39,-101.560166666667,97.9,0.01,216.0,KS ,"KANSAS BROADCAST COMPANY, LLC                                               ",120.0
14361,W250CQ,46.1007777777778,-88.5398611111111,97.9,0.01,0.0,MI ,QUEEN BEE'S KNEES LLC                                                       ,360.0
14383,WNBB        ,35.0007222222222,-76.8324444444444,97.9,0.01,132.0,NC ,"COASTAL CAROLINA RADIO, LLC                                                 ",120.0
14385,W250BP,35.87125,-79.1608333333333,97.9,0.01,0.0,NC ,"CHAPEL HILL MEDIA GROUP, LLC                                                ",360.0
14436,W250AP,40.1584166666667,-77.1966388888889,97.9,0.01,0.0,PA ,"WIOO, INC.                                                                  ",360.0
14440,W250CP,40.30175,-79.3653055555556,97.9,0.01,0.0,PA ,"BROADCAST COMMUNICATIONS, INC.                                              ",360.0
14468,KYRT        ,30.1476944444444,-99.2208888888889,97.9,0.01,115.0,TX ,LA PROMESA FOUNDATION                                                       ,120.0
14474,K250AJ,32.3106944444444,-95.2721666666667,97.9,0.01,0.0,TX ,EAST TEXAS COMMUNITY REPEATER GROUP                                         ,360.0
14493,W250BN,43.0384722222222,-87.9023361111111,97.9,0.01,0.0,WI ,EL SOL BROADCASTING                                                         ,360.0
14497,WVBD        ,37.928,-80.9696666666667,97.9,0.01,352.0,WV ,"SUMMIT MEDIA SOUTH, INC.                                                    ",120.0
14500,KXBG        ,40.89488888888889,-105.197583333333,97.9,0.01,293.0,WY ,"IHM LICENSES, LLC                                                           ",120.0
14502,KZWB        ,41.4963333333333,-109.346222222222,97.9,0.01,327.0,WY ,WAGONWHEEL COMMUNICATIONS CORPORATION                                       ,120.0
14520,K251CQ,31.5466944444444,-110.275916666667,98.1,0.01,0.0,AZ ,"TOWNSQUARE LICENSE, LLC                                                     ",360.0
14545,KKJG        ,35.3610833333333,-120.656833333333,98.1,0.01,463.0,CA ,"AGM CALIFORNIA, INC.                                                        ",120.0
14561,WOCM        ,38.4223333333333,-75.1393611111111,98.1,0.01,143.0,DE ,"IRIE RADIO, INC.                                                            ",120.0
14572,W251CU,26.9839444444444,-82.0511944444445,98.1,0.01,0.0,FL ,"FIORINI BROADCASTING, LLC                                                   ",360.0
14576,WEDB        ,32.5487777777778,-82.6468055555556,98.1,0.01,160.0,GA ,"RADIOJONES, LLC                                                             ",120.0
14587,W251BN,39.8244722222222,-88.9675833333333,98.1,0.01,0.0,IL ,"THE CROMWELL GROUP, INC. OF ILLINOIS                                        ",360.0
14592,WIBN        ,40.5728055555556,-87.4533611111111,98.1,0.01,100.0,IN ,BROTHERS BROADCASTING CORPORATION                                           ,120.0
14637,K251CI,45.7602777777778,-108.453055555556,98.1,0.01,0.0,MT ,"DESERT MOUNTAIN BROADCASTING LICENSES, LLC                                  ",360.0
14645,W251CA,35.9405555555556,-78.4788888888889,98.1,0.01,0.0,NC ,"EASTERN AIRWAVES, LLC                                                       ",360.0
14651,W251BD,44.5053333333333,-71.1817222222222,98.1,0.01,0.0,NH ,ANDROSCOGGIN VALLEY CHAMBER OF COMMERCE                                     ,360.0
14675,WWLS-FM     ,35.5603333333333,-97.4855833333333,98.1,0.01,470.0,OK ,"RADIO LICENSE HOLDING CBC, LLC                                              ",120.0
14688,W251CE,40.0270277777778,-76.60025,98.1,0.01,0.0,PA ,"STEEL CITY RADIO, INC.                                                      ",360.0
14701,W251BR,35.99925,-83.9496388888889,98.1,0.01,0.0,TN ,BLUE RIDGE BROADCASTING CORPORATION                                         ,360.0
14702,WXMX        ,35.1545277777778,-89.8223055555555,98.1,0.01,265.0,TN ,"RADIO LICENSE HOLDING CBC, LLC                                              ",120.0
14715,KCTC-LP     ,29.4183333333333,-98.4922222222222,98.1,0.01,49.0,TX ,OMEGA CHRISTIAN COMMUNICATIONS                                              ,120.0
14725,WTVR-FM     ,37.5668055555556,-77.4763611111111,98.1,0.01,0.0,VA ,"AUDACY LICENSE, LLC                                                         ",360.0
14727,WEVT-LP     ,44.9108611111111,-72.8031666666667,98.1,0.01,0.0,VT ,SPAVIN CURE HISTORICAL GROUP                                                ,360.0
14730,K251AZ,47.3192777777778,-120.239222222222,98.1,0.01,0.0,WA ,GREG HINDMAN                                                                ,360.0
14737,WLKN        ,43.9841666666667,-87.7653611111111,98.1,0.01,89.0,WI ,SEEHAFER BROADCASTING CORP                                                  ,120.0
14741,W251CD,46.7891111111111,-92.1193611111111,98.1,0.01,0.0,WI ,"MIDWEST COMMUNICATIONS, INC.                                                ",360.0
14774,K252CK,36.5349722222222,-121.620222222222,98.3,0.01,0.0,CA ,CSN INTERNATIONAL                                                           ,360.0
14786,K252ET,37.1922222222222,-107.099194444444,98.3,0.01,0.0,CO ,"NATIVE AMERICAN CHRISTIAN VOICE, INC.                                       ",360.0
14803,W252BD,31.4023888888889,-84.9590833333333,98.3,0.01,0.0,GA ,"AUGUSTA RADIO FELLOWSHIP INSTITUTE, INC                                     ",360.0
14818,K252FA,43.7373888888889,-116.121777777778,98.3,0.01,0.0,ID ,"AZTECA MEDIA, LLC                                                           ",360.0
14826,WPEO-FM     ,40.40475,-88.5928333333333,98.3,0.01,107.0,IL ,WPEO RADIO FOUNDATION                                                       ,120.0
14838,K252EY,39.5669444444444,-97.6911388888889,98.3,0.01,0.0,KS ,"WHITE COMMUNICATIONS, LLC                                                   ",360.0
14840,KQZQ        ,37.4025277777778,-98.5811944444444,98.3,0.01,208.9,KS ,"MY TOWN MEDIA, INC.                                                         ",120.0
14853,KDLA        ,31.1390555555556,-93.3043055555556,98.3,0.01,42.0,LA ,JAMES LOUT                                                                  ,120.0
14865,W252DW,46.3417222222222,-67.81725,98.3,0.01,0.0,ME ,ALLAN H WEINER                                                              ,360.0
14891,KBEV-FM     ,45.2393611111111,-112.668333333333,98.3,0.01,151.0,MT ,"DEAD-AIR BROADCASTING COMPANY, INC.                                         ",120.0
14904,W252EJ,35.2719444444444,-82.2330555555556,98.3,0.01,0.0,NC ,THE POWER FOUNDATION                                                        ,360.0
14926,K252CV,32.6675,-103.124166666667,98.3,0.01,0.0,NM ,SHIRLEY COOK                                                                ,360.0
14941,WYBL        ,41.8538888888889,-80.6888888888889,98.3,0.01,110.4,OH ,"MEDIA ONE HOLDINGS, LLC                                                     ",120.0
14950,KTWS        ,44.07733333333329,-121.333638888889,98.3,0.01,223.0,OR ,"COMBINED COMMUNICATIONS, INC.                                               ",120.0
14958,WPKV        ,40.472,-79.9942222222222,98.3,0.01,246.0,PA ,EDUCATIONAL MEDIA FOUNDATION                                                ,120.0
14961,WZOL-FM3,18.3316666666667,-65.6863888888889,98.3,0.01,0.0,PR ,"RADIO SOL 92, WZOL, INC.",360.0
14977,KFND-LP     ,44.04,-103.244722222222,98.3,0.01,88.0,SD ,CALVARY CHAPEL OF THE BLACK HILLS                                           ,120.0
15008,W252DC,38.8959444444444,-77.13525,98.3,0.01,0.0,VA ,"RESTON TRANSLATOR, LLC                                                      ",360.0
15018,WJMR-FM     ,43.0469444444444,-87.9811944444444,98.3,0.01,111.0,WI ,"LAKEFRONT COMMUNICATIONS, LLC                                               ",120.0
15028,KZZS        ,44.5755,-106.873305555556,98.3,0.01,75.8,WY ,"LEGEND COMMUNICATIONS OF WYOMING, LLC                                       ",120.0
15031,K253CA,61.1855,-149.873138888889,98.5,0.01,0.0,AK ,"RADIO BY GRACE, INC.                                                        ",360.0
15046,KMFB        ,39.4647777777778,-123.758944444444,98.5,0.01,135.0,CA ,"RUBIN BROADCASTING, INC.                                                    ",120.0
15057,K253CC,40.2585,-122.09,98.5,0.01,0.0,CA ,CSN INTERNATIONAL                                                           ,360.0
15080,WHPB-LP     ,28.5744444444444,-81.4625,98.5,0.01,0.0,FL ,WHPB INC.                                                                   ,360.0
15090,W255AT,32.3991666666667,-82.0430555555556,98.5,0.01,0.0,GA ,"RADIOJONES, LLC                                                             ",360.0
15091,WLPF        ,31.4699166666667,-83.2362777777778,98.5,0.01,159.0,GA ,"AUGUSTA RADIO FELOWSHIP INSTITUTE, INC.                                     ",120.0
15104,KZID        ,46.4629166666667,-116.907916666667,98.5,0.01,128.0,ID ,"NELLY BROADCASTING, LLC                                                     ",120.0
15131,KRGL        ,32.2730277777778,-93.1380277777778,98.5,0.01,87.0,LA ,"HOUSTON CHRISTIAN BROADCASTERS, INC.                                        ",120.0
15162,W253DC,34.8848888888889,-79.0744722222222,98.5,0.01,0.0,NC ,WEDU BROADCASTING INC.                                                      ,360.0
15167,KHAQ        ,41.2136111111111,-100.730694444444,98.5,0.01,113.0,NE ,"ARMADA MEDIA - MCCOOK, INC.                                                 ",120.0
15247,KGBT-FM     ,26.1208888888889,-97.8219166666667,98.5,0.01,304.0,TX ,"LATINO MEDIA NETWORK, LLC                                                   ",120.0
15258,K253BU,37.5083055555556,-113.661611111111,98.5,0.01,0.0,UT ,"CANYON MEDIA GROUP, L.L.C.                                                  ",360.0
15259,K253BX,38.8668055555556,-112.233444444444,98.5,0.01,0.0,UT ,SANPETE COUNTY BROADCASTING COMPANY                                         ,360.0
15262,W253BH,37.1871944444444,-80.4556388888889,98.5,0.01,0.0,VA ,"POSITIVE ALTERNATIVE RADIO, INC.                                            ",360.0
15289,KMLK        ,33.1590277777778,-92.6298888888889,98.7,0.01,96.0,AR ,NOALMARK BROADCASTING CORPORATION                                           ,120.0
15313,KRTZ        ,37.2194166666667,-108.807861111111,98.7,0.01,884.0,CO ,"HUTTON BROADCASTING, LLC                                                    ",120.0
15318,K254CO,39.5116388888889,-107.749777777778,98.7,0.01,0.0,CO ,"MBC GRAND BROADCASTING, INC.                                                ",360.0
15342,WISK-FM     ,32.0809722222222,-84.2554444444445,98.7,0.01,92.0,GA ,"SUMTER BROADCASTING CO., INC.                                               ",120.0
15368,W254DP,39.1531111111111,-86.5169444444445,98.7,0.01,0.0,IN ,"SARKES TARZIAN, INC.                                                        ",360.0
15373,WHOP-FM     ,36.9281111111111,-87.5472222222222,98.7,0.01,189.1,KY ,"HOP BROADCASTING, INC.                                                      ",120.0
15403,KTXR        ,37.0683611111111,-93.3087777777778,98.7,0.01,168.0,MO ,"ZIMMER MIDWEST COMMUNICATIONS, INC.                                         ",120.0
15420,WSMW        ,35.9451388888889,-79.86225,98.7,0.01,375.0,NC ,"AUDACY LICENSE, LLC                                                         ",120.0
15427,K254CX,42.0280555555556,-97.3406111111111,98.7,0.01,0.0,NE ,NEBRASKA RURAL RADIO ASSOCIATION                                            ,360.0
15430,WINQ-FM     ,42.9159166666667,-72.3309166666667,98.7,0.01,169.0,NH ,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC                                     ",120.0
15454,W254CD,41.0716944444445,-83.66075,98.7,0.01,55.0,OH ,"ASSOCIATED CHRISTIAN BROADCASTERS, INC.                                     ",120.0
15456,WYRO        ,39.1550555555556,-82.5968055555556,98.7,0.01,105.0,OH ,"TOTAL MEDIA GROUP, INC.                                                     ",120.0
15481,WUKQ-FM     ,18.1476666666667,-66.9825277777778,98.7,0.01,676.0,PR ,"WLII/WSUR LICENSE PARTNERSHIP, G.P.                                         ",120.0
15488,W254DB,35.1292222222222,-85.3338055555556,98.7,0.01,0.0,TN ,"JACKSON TELECASTERS, INC.                                                   ",360.0
15562,KMRW-LP     ,36.1728333333333,-94.1855,98.9,0.01,0.0,AR ,NWA LOCAL ARTIST MEDIA                                                      ,360.0
15582,KSOL        ,37.7552777777778,-122.452777777778,98.9,0.01,465.5,CA ,"UNIVISION RADIO SAN FRANCISCO, INC.                                         ",120.0
15601,WNGH-FM     ,34.7506388888889,-84.7146388888889,98.9,0.01,541.8,GA ,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION                                ,120.0
15658,KTCO        ,46.7907777777778,-92.1165833333333,98.9,0.01,183.0,MN ,"MIDWEST COMMUNICATIONS, INC.                                                ",120.0
15696,W255DC,43.2947777777778,-76.4427222222222,98.9,0.01,0.0,NY ,"CRAM COMMUNICATIONS, LLC.                                                   ",360.0
15728,WVOY-LP     ,34.6831944444444,-80.3822777777778,98.9,0.01,0.0,SC ,"THE CHURCH OF GOD, INC. EMMANUEL                                            ",360.0
15731,WYRD-FM     ,35.1698333333333,-82.2909444444445,98.9,0.01,581.4,SC ,"AUDACY LICENSE, LLC                                                         ",120.0
15778,WVCX        ,43.85275,-90.4601388888889,98.9,0.01,300.0,WI ,"VCY AMERICA, INC.                                                           ",120.0
15798,KRZS        ,35.3953611111111,-91.7381944444445,99.1,0.01,100.0,AR ,"CRAIN MEDIA GROUP, LLC                                                      ",120.0
15810,KILN-LP     ,41.4826666666667,-120.542166666667,99.1,0.01,0.0,CA ,THE ART CENTER                                                              ,360.0
15838,K256BM,39.6138611111111,-106.067777777778,99.1,0.01,0.0,CO ,"ALWAYSMOUNTAINTIME, LLC                                                     ",360.0
15840,KGUS-LP     ,38.5560833333333,-106.916138888889,99.1,0.01,0.0,CO ,"COLORADO, STATE OF, TELECOM SERVS                                           ",360.0
15849,WWSX-LP     ,38.7215,-75.1218333333333,99.1,0.01,36.0,DE ,"EAST SUSSEX PUBLIC BROADCASTING COMPANY, INC.                               ",120.0
15864,W256DS,31.6075,-82.5458333333333,99.1,0.01,0.0,GA ,"BLUEBERRY BROADCASTING COMPANY, INC.                                        ",360.0
15873,WGRU-LP     ,33.5642777777778,-84.4276944444445,99.1,0.01,0.0,GA ,MINORITY VOICES SPEAK                                                       ,360.0
15896,W256DC,42.1389444444444,-87.8853888888889,99.1,0.01,0.0,IL ,"POLNET COMMUNICATIONS, LTD.                                                 ",360.0
15903,WIUX-LP     ,39.1714166666667,-86.5160833333333,99.1,0.01,0.0,IN ,INDIANA UNIVERSITY STUDENT BROADCASTING                                     ,360.0
15906,W256DA,38.35061111111111,-86.9405555555556,99.1,0.01,0.0,IN ,"JASPER ON THE AIR, INC.                                                     ",360.0
15908,KTLI        ,37.9390277777778,-96.9888888888889,99.1,0.01,188.0,KS ,"EL DORADO LICENSES, INC.                                                    ",120.0
15950,KCMM        ,45.6388055555556,-111.266333333333,99.1,0.01,194.0,MT ,GALLATIN VALLEY WITNESS INC                                                 ,120.0
15962,KCAD        ,46.9358333333333,-102.732416666667,99.1,0.01,122.0,ND ,"IHM LICENSES, LLC                                                           ",120.0
15970,KCLV-FM     ,34.3884166666667,-103.185777777778,99.1,0.01,70.0,NM ,ZIA RADIO GROUP LLC                                                         ,120.0
15978,KKFT        ,39.2580555555556,-119.711111111111,99.1,0.01,635.0,NV ,"EVANS BROADCAST COMPANY, INC.                                               ",120.0
15986,W256AC,43.0583888888889,-76.1663055555556,99.1,0.01,0.0,NY ,GALAXY SYRACUSE LICENSEE LLC (NEW)                                          ,360.0
15987,W256AJ,43.1461944444445,-75.1773888888889,99.1,0.01,0.0,NY ,GALAXY UTICA LICENSEE LLC (NEW)                                             ,360.0
16006,WPRM-FM     ,18.1109444444444,-66.0513888888889,99.1,0.01,580.6,PR ,ARSO RADIO CORPORATION                                                      ,120.0
16019,KIRT-LP     ,29.8461111111111,-98.28,99.1,0.01,57.0,TX ,STELLAR PARK INC                                                            ,120.0
16044,K256BB,41.3410277777778,-112.009638888889,99.1,0.01,0.0,UT ,"SUN VALLEY RADIO, INC.                                                      ",360.0
16048,WXGM-FM     ,37.4101388888889,-76.5474444444444,99.1,0.01,100.0,VA ,"SKYLINE MEDIA OF VIRGINIA, LLC                                              ",120.0
16055,KORE-LP     ,47.6598333333333,-120.194777777778,99.1,0.01,0.0,WA ,COMMUNITY ORIENTED RADIO ENDEAVOURS                                         ,360.0
16065,WKFX        ,45.3730277777778,-91.9229444444445,99.1,0.01,159.0,WI ,"AMC PARTNERS RICE LAKE, LLC                                                 ",120.0
